entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Feature-to-activity attention,2,FEATURE-TO-ACTIVITY ATTENTION,11,1.0
Feature-to-activity attention,2,Novel feature-to-activity attention,22,0.9318827390670776
Tri-axial self-attention encoder-decoder,3,TRI-AXIAL SELF-ATTENTION ENCODER-DECODER,12,1.0000001192092896
FEATURE-TO-ACTIVITY ATTENTION,11,Novel feature-to-activity attention,22,0.9318827390670776
Hockey dataset,14,Hockey Dataset,58,0.9999998807907104
Volleyball dataset,15,Volleyball Dataset,70,1.0
Activity recognition,23,Activity Recognition,56,1.0
Activity recognition,23,activity recognition,66,1.0
Self-attention-based decoder,24,Self-attention decoder,94,0.9351861476898193
Spatial attention,32,Spatial Attention,38,1.0
Temporal attention,33,Temporal Attention,39,1.0
Non-local neural network,43,non-local neural network,64,1.0000001192092896
Non-local neural network,43,Non-local Neural Network,75,1.0000001192092896
VGG net,44,VGG Net,77,1.0
Activity Recognition,56,activity recognition,66,1.0
CNN-LSTM with sigmoid layer,60,CNN - LSTM with sigmoid layer,68,1.0000001192092896
non-local neural network,64,Non-local Neural Network,75,1.0000001192092896
Deep learning architecture,88,Deep Learning Architecture,97,1.0
Nodes: Activity recognition<==>activity recognition
The objective of identifying and classifying human actions in videos.,0,The task of identifying and classifying actions within video data.,0,0.856755256652832
Nodes: Self-attention-based decoder<==>Self-attention decoder
A component used to capture associations between activities.,0,A component used to extract hidden associations between activities.,0,0.8910006284713745
Nodes: Spatial attention<==>Spatial Attention
A method to help networks better focus on activity-associated features.,0,A method used to help networks better focus on activity-associated features.,0,0.9589401483535767
Nodes: Temporal attention<==>Temporal Attention
A method to help networks better focus on activity-associated features.,0,A method used to help networks better focus on activity-associated features.,0,0.9589401483535767
Nodes: CNN-LSTM with sigmoid layer<==>CNN - LSTM with sigmoid layer
A baseline method used for comparison on the Hockey and Volleyball datasets.,1,A method used as a baseline for comparison on the Hockey and Volleyball datasets.,0,0.9756025075912476
