entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Few-shot segmentation,5,Few-shot image segmentation,20,0.9538875222206116
Few-shot segmentation,5,Few-shot semantic segmentation,86,0.8894989490509033
Few-shot segmentation,5,few-shot segmentation,111,1.0
Few-shot segmentation,5,few-shot segmentation model,115,0.9188429117202759
Pre-trained weights,12,Pre-trained Weights,117,1.0000001192092896
Few-Shot Learning,13,Few-shot learning,22,1.0000001192092896
Few-shot image classification,17,Few-shot classification,32,0.9104079604148865
Few-shot image segmentation,20,few-shot segmentation,111,0.9538875222206116
Few-shot image segmentation,20,few-shot segmentation model,115,0.8875753879547119
Semantic segmentation,21,semantic segmentation,27,1.0
Semantic segmentation,21,Semantic Segmentation,42,1.0
semantic segmentation,27,Semantic Segmentation,42,1.0
segmentation,28,Segmentation,39,1.0000001192092896
Image Segmentation,40,Image segmentation,93,1.0
Instance segmentation,47,Large-scale instance segmentation,107,0.9162384867668152
Pixelwise binary segmentation,48,Pixelwise Binary Segmentation,54,1.0
Model III,79,Model II,85,0.8910993337631226
Model I,84,Model II,85,0.9066286683082581
Few-shot semantic segmentation,86,few-shot segmentation,111,0.8894989490509033
few-shot segmentation,111,few-shot segmentation model,115,0.9188429117202759
few-shot segmentation model,115,Baseline Few-shot Segmentation Model,116,0.9319772124290466
Nodes: Few-shot segmentation<==>Few-shot image segmentation
The objective of segmenting images with limited training data.,6,The task of segmenting images with limited training data.,0,0.9550092220306396
The task of segmenting images with limited training data.,7,The task of segmenting images with limited training data.,0,1.0
Nodes: Few-shot segmentation<==>Few-shot semantic segmentation
The objective of segmenting images with limited training data.,6,The objective of segmenting images with limited training data.,0,1.0
The task of segmenting images with limited training data.,7,The objective of segmenting images with limited training data.,0,0.9550092220306396
Nodes: Semantic segmentation<==>semantic segmentation
The task of assigning a label to each pixel in an image.,0,"The task of assigning a label to each pixel in an image, identifying the object it belongs to.",0,0.9070512056350708
Nodes: Semantic segmentation<==>Semantic Segmentation
The task of assigning a label to each pixel in an image.,0,The task of assigning a semantic label to each pixel in an image.,0,0.8824243545532227
Nodes: segmentation<==>Segmentation
The process of partitioning a digital image into multiple segments (sets of pixels).,0,The process of partitioning a digital image into multiple segments (sets of pixels).,1,1.0
The process of partitioning a digital image into multiple segments (sets of pixels).,0,The process of dividing an image into multiple segments.,2,0.8886657953262329
Nodes: Image Segmentation<==>Image segmentation
"The task of partitioning a digital image into multiple segments, representing different objects or regions.",0,The task of partitioning a digital image into multiple segments (sets of pixels).,0,0.9237173199653625
Nodes: few-shot segmentation model<==>Baseline Few-shot Segmentation Model
A model designed for few-shot segmentation tasks.,0,The specific model used as a starting point for few-shot segmentation in the paper.,0,0.8804295659065247
