entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Multi-task network (MTN),1,MTN (Multi-task network),35,0.9703943133354187
Multi-task network (MTN),1,MTN (Multi-task Network),59,0.9703943133354187
Person re-identification (Re-ID),4,Person Re-ID,46,0.9219736456871033
Person re-identification (Re-ID),4,Re-ID (Person Re-identification),63,0.9820682406425476
Scale-normalized image and feature pyramids (SIFP),5,SIFP (Scale-normalized image pyramid and feature pyramid),36,0.9117076396942139
Scale-normalized image and feature pyramids (SIFP),5,SIFP (Scale-normalized Image and Feature Pyramid),60,0.9133302569389343
Pose tracking,9,Pose Tracking,39,1.0000001192092896
Articulated multi-person pose tracking,11,Multi-person pose tracking,25,0.9320430159568787
Flow-based Pose Similarity as Metric,21,Flow-based Pose Similarity,43,0.9441864490509033
Fast R-CNN,29,Faster R-CNN,30,0.9073317646980286
Object detection,31,Object Detection,42,1.0
MTN (Multi-task network),35,MTN (Multi-task Network),59,1.0000001192092896
SIFP (Scale-normalized image pyramid and feature pyramid),36,SIFP (Scale-normalized Image and Feature Pyramid),60,0.983321487903595
Person Re-ID,46,Re-ID (Person Re-identification),63,0.9147006273269653
Nodes: Person re-identification (Re-ID)<==>Person Re-ID
The task of identifying and matching individuals across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.9224887490272522
Nodes: Person re-identification (Re-ID)<==>Re-ID (Person Re-identification)
The task of identifying and matching individuals across different camera views or time instances.,0,The task of identifying and matching individuals across different camera views or time instances.,0,1.0
Nodes: Pose tracking<==>Pose Tracking
The task of tracking the poses of individuals over time in a video sequence.,0,The task of tracking the pose of a person over a sequence of video frames.,0,0.9237557053565979
The task of tracking human poses across a sequence of frames in a video.,1,The task of tracking the pose of a person over a sequence of video frames.,0,0.946958601474762
Nodes: Articulated multi-person pose tracking<==>Multi-person pose tracking
"The task of tracking the poses of multiple people in a video, considering the articulation of their bodies.",0,The task of tracking the poses of multiple people in a video sequence.,0,0.9441721439361572
Nodes: Object detection<==>Object Detection
The task of identifying and locating objects within an image.,0,The task of identifying and locating objects within an image or video.,0,0.9490117430686951
Nodes: Person Re-ID<==>Re-ID (Person Re-identification)
The task of re-identifying a person across different camera views or time instances.,0,The task of identifying and matching individuals across different camera views or time instances.,0,0.9224887490272522
