entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Weight decay,3,Weight Decay,29,1.0
Sparse CNNs,4,Sparse CNN,18,0.936786413192749
Convolution layers,7,Convolution Layers,39,1.0
Classification Speed,9,Classification speed,31,1.0
Model Size,10,Model size,32,1.0
Sparse convolution,15,Sparse Convolution,17,1.0
Nodes: Convolution layers<==>Convolution Layers
"The layers in a Convolutional Neural Network (CNN) that perform the convolution operation, a key component for feature extraction.",0,"The layers within a Convolutional Neural Network (CNN) that perform convolution operations, a key component for feature extraction.",0,0.9903897643089294
Nodes: Classification Speed<==>Classification speed
"The rate at which a model can classify images, measured in images per second.",2,"The rate at which the model can classify images, measured in images per second. The text discusses the trade-off between accuracy, speed, and model size.",0,0.9439120888710022
"The rate at which the model can classify images, measured in images per second.",3,"The rate at which the model can classify images, measured in images per second. The text discusses the trade-off between accuracy, speed, and model size.",0,0.945178747177124
