entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
word embeddings,6,Word embedding,22,0.9317357540130615
word embeddings,6,Word embeddings,44,1.0
word embeddings,6,Learning word embeddings,45,0.892210841178894
word embeddings,6,word embedding,87,0.9317359328269958
unsupervised clustering,7,Unsupervised clustering,13,1.0000001192092896
unsupervised clustering,7,Unsupervised Clustering,31,1.0000001192092896
supervised partitioning,8,Supervised partitioning,14,1.0
supervised partitioning,8,Supervised Partitioning,32,1.0
Unsupervised clustering,13,Unsupervised Clustering,31,1.0000001192092896
Supervised partitioning,14,Supervised Partitioning,32,1.0
Vis-w2v,20,vis-w2v,38,1.000000238418579
Random Vectors,21,Random vectors,71,1.0000001192092896
Word embedding,22,Word embeddings,44,0.9317357540130615
Word embedding,22,word embedding,87,0.9999998807907104
Zero-shot-like analysis,24,Zero-shot-like Analysis,33,1.0000001192092896
Vision-language tasks,25,Vision-Language Tasks,34,1.0000001192092896
Word embeddings,44,Learning word embeddings,45,0.892210841178894
Word embeddings,44,word embedding,87,0.9317359328269958
ViCo embeddings,47,ViCo Embeddings,94,1.0
Incrementing X oa ij,60,Incrementing X aa ij,61,0.8876340985298157
Incrementing X c ij,62,Incrementing X ij,63,0.9228256940841675
Nodes: word embeddings<==>Word embeddings
"Vector representations of words, capturing semantic relationships.",1,"The task of learning vector representations of words, capturing semantic relationships.",0,0.9400052428245544
Nodes: Incrementing X oa ij<==>Incrementing X aa ij
"The task of increasing the value of X oa ij by 1 for each word pair (i, j) in the set of object words and adjective words, and for all synset pairs (S o, S a) in the sets of object synsets and adjective synsets, respectively, within a region in VisualGenome.",0,"The task of increasing the value of X aa ij by 1 for each word pair (i, j) in the set of adjective words, and for all synset pairs (S a1, S a2) in the set of adjective synsets, within a region in VisualGenome.",0,0.9642754197120667
