entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Word embeddings,5,Word embedding,23,0.9317356944084167
Word embeddings,5,Learning Word Embeddings,43,0.8922109007835388
Word embeddings,5,word embeddings,44,1.0
Vis-w2v,21,vis-w2v,33,1.0000001192092896
Random Vectors,22,Random vectors,74,1.000000238418579
Word embedding,23,word embeddings,44,0.9317356944084167
Learning Word Embeddings,43,word embeddings,44,0.8922109007835388
X_oa_ij Incrementing,67,X_aa_ij Incrementing,68,0.931920051574707
X_aa_ij Incrementing,68,X_c_ij Incrementing,69,0.8948863744735718
Nodes: Word embeddings<==>Word embedding
"The task of representing words as vectors in a continuous space, capturing semantic relationships.",1,"A method for representing words as vectors in a continuous space, capturing semantic relationships.",0,0.9614425897598267
Nodes: Word embeddings<==>Learning Word Embeddings
"A method of representing words as numerical vectors, used to capture semantic relationships between words.",2,"The primary objective of the described methods, which involves representing words as numerical vectors to capture semantic relationships.",0,0.8530263900756836
Nodes: Word embeddings<==>word embeddings
"A method of representing words as numerical vectors, used to capture semantic relationships between words.",2,"A technique used to represent words as numerical vectors, capturing semantic relationships between words.",3,0.9666483998298645
"Representations of words in a vector space, used for class representation.",3,A type of representation of words in a vector space.,1,0.8795719742774963
Nodes: X_oa_ij Incrementing<==>X_aa_ij Incrementing
"The process of incrementing the value of X_oa_ij by 1 for each word pair (i, j) in S_o x S_a, and for all synset pairs (S_o, S_a) in O x A, as described in the text.",0,"The process of incrementing the value of X_aa_ij by 1 for each word pair (i, j) in S_a1 x S_a2, and for all synset pairs (S_a1, S_a2) in A x A, as described in the text.",0,0.9774672389030457
Nodes: X_aa_ij Incrementing<==>X_c_ij Incrementing
"The process of incrementing the value of X_aa_ij by 1 for each word pair (i, j) in S_a1 x S_a2, and for all synset pairs (S_a1, S_a2) in A x A, as described in the text.",0,"The process of incrementing the value of X_c_ij by 1 for each word pair (i, j) in S_c1 x S_c2, and for all synset pairs (S_c1, S_c2) in C x C, as described in the text.",0,0.964182436466217
